"ID","Tagged objects"
"minecraft:beds","minecraft:red_bed, minecraft:black_bed, minecraft:blue_bed, minecraft:brown_bed, minecraft:cyan_bed, minecraft:gray_bed, minecraft:green_bed, minecraft:light_blue_bed, minecraft:light_gray_bed, minecraft:lime_bed, minecraft:magenta_bed, minecraft:orange_bed, minecraft:pink_bed, minecraft:purple_bed, minecraft:white_bed, minecraft:yellow_bed"
"minecraft:birch_logs","minecraft:birch_log, minecraft:birch_wood, minecraft:stripped_birch_log, minecraft:stripped_birch_wood, decorative_blocks:birch_beam"
"minecraft:boats","minecraft:oak_boat, minecraft:spruce_boat, minecraft:birch_boat, minecraft:jungle_boat, minecraft:acacia_boat, minecraft:dark_oak_boat, upgrade_aquatic:driftwood_boat, upgrade_aquatic:river_boat, atmospheric:rosewood_boat, atmospheric:morado_boat, atmospheric:yucca_boat, atmospheric:kousa_boat, atmospheric:aspen_boat, atmospheric:grimwood_boat, autumnity:maple_boat"
"minecraft:buttons","minecraft:oak_button, minecraft:spruce_button, minecraft:birch_button, minecraft:jungle_button, minecraft:acacia_button, minecraft:dark_oak_button, minecraft:crimson_button, minecraft:warped_button, upgrade_aquatic:driftwood_button, upgrade_aquatic:river_button, atmospheric:rosewood_button, atmospheric:morado_button, atmospheric:yucca_button, atmospheric:kousa_button, atmospheric:aspen_button, atmospheric:grimwood_button, autumnity:maple_button, minecraft:stone_button, minecraft:polished_blackstone_button, quark:gold_button, quark:iron_button"
"minecraft:carpets","minecraft:white_carpet, minecraft:orange_carpet, minecraft:magenta_carpet, minecraft:light_blue_carpet, minecraft:yellow_carpet, minecraft:lime_carpet, minecraft:pink_carpet, minecraft:gray_carpet, minecraft:light_gray_carpet, minecraft:cyan_carpet, minecraft:purple_carpet, minecraft:blue_carpet, minecraft:brown_carpet, minecraft:green_carpet, minecraft:red_carpet, minecraft:black_carpet, farmersdelight:full_tatami_mat, farmersdelight:half_tatami_mat"
"minecraft:coals","minecraft:coal, minecraft:charcoal"
"minecraft:creeper_drop_music_discs","minecraft:music_disc_13, minecraft:music_disc_cat, minecraft:music_disc_blocks, minecraft:music_disc_chirp, minecraft:music_disc_far, minecraft:music_disc_mall, minecraft:music_disc_mellohi, minecraft:music_disc_stal, minecraft:music_disc_strad, minecraft:music_disc_ward, minecraft:music_disc_11, minecraft:music_disc_wait"
"minecraft:crimson_stems","minecraft:crimson_stem, minecraft:stripped_crimson_stem, minecraft:crimson_hyphae, minecraft:stripped_crimson_hyphae, decorative_blocks:crimson_beam"
"minecraft:dark_oak_logs","minecraft:dark_oak_log, minecraft:dark_oak_wood, minecraft:stripped_dark_oak_log, minecraft:stripped_dark_oak_wood, decorative_blocks:dark_oak_beam"
"minecraft:doors","minecraft:oak_door, minecraft:spruce_door, minecraft:birch_door, minecraft:jungle_door, minecraft:acacia_door, minecraft:dark_oak_door, minecraft:crimson_door, minecraft:warped_door, mcwdoors:oak_japanese_door, mcwdoors:spruce_japanese_door, mcwdoors:birch_japanese_door, mcwdoors:jungle_japanese_door, mcwdoors:acacia_japanese_door, mcwdoors:dark_oak_japanese_door, mcwdoors:crimson_japanese_door, mcwdoors:warped_japanese_door, mcwdoors:oak_japanese2_door, mcwdoors:spruce_japanese2_door, mcwdoors:birch_japanese2_door, mcwdoors:jungle_japanese2_door, mcwdoors:acacia_japanese2_door, mcwdoors:dark_oak_japanese2_door, mcwdoors:crimson_japanese2_door, mcwdoors:warped_japanese2_door, mcwdoors:oak_barn_door, mcwdoors:spruce_barn_door, mcwdoors:birch_barn_door, mcwdoors:jungle_barn_door, mcwdoors:acacia_barn_door, mcwdoors:dark_oak_barn_door, mcwdoors:crimson_barn_door, mcwdoors:warped_barn_door, mcwdoors:oak_barn_glass_door, mcwdoors:spruce_barn_glass_door, mcwdoors:birch_barn_glass_door, mcwdoors:jungle_barn_glass_door, mcwdoors:acacia_barn_glass_door, mcwdoors:dark_oak_barn_glass_door, mcwdoors:crimson_barn_glass_door, mcwdoors:warped_barn_glass_door, mcwdoors:oak_modern_door, mcwdoors:spruce_modern_door, mcwdoors:birch_modern_door, mcwdoors:jungle_modern_door, mcwdoors:acacia_modern_door, mcwdoors:dark_oak_modern_door, mcwdoors:crimson_modern_door, mcwdoors:warped_modern_door, mcwdoors:oak_cottage_door, mcwdoors:birch_cottage_door, mcwdoors:jungle_cottage_door, mcwdoors:acacia_cottage_door, mcwdoors:dark_oak_cottage_door, mcwdoors:crimson_cottage_door, mcwdoors:warped_cottage_door, mcwdoors:spruce_classic_door, mcwdoors:birch_classic_door, mcwdoors:jungle_classic_door, mcwdoors:acacia_classic_door, mcwdoors:dark_oak_classic_door, mcwdoors:crimson_classic_door, mcwdoors:warped_classic_door, mcwdoors:oak_beach_door, mcwdoors:spruce_beach_door, mcwdoors:birch_beach_door, mcwdoors:acacia_beach_door, mcwdoors:dark_oak_beach_door, mcwdoors:crimson_beach_door, mcwdoors:warped_beach_door, mcwdoors:oak_paper_door, mcwdoors:spruce_paper_door, mcwdoors:jungle_paper_door, mcwdoors:acacia_paper_door, mcwdoors:dark_oak_paper_door, mcwdoors:crimson_paper_door, mcwdoors:warped_paper_door, mcwdoors:oak_four_panel_door, mcwdoors:spruce_four_panel_door, mcwdoors:birch_four_panel_door, mcwdoors:jungle_four_panel_door, mcwdoors:acacia_four_panel_door, mcwdoors:crimson_four_panel_door, mcwdoors:warped_four_panel_door, mcwdoors:oak_tropical_door, mcwdoors:spruce_tropical_door, mcwdoors:birch_tropical_door, mcwdoors:jungle_tropical_door, mcwdoors:dark_oak_tropical_door, mcwdoors:crimson_tropical_door, mcwdoors:warped_tropical_door, mcwdoors:oak_glass_door, mcwdoors:spruce_glass_door, mcwdoors:birch_glass_door, mcwdoors:jungle_glass_door, mcwdoors:acacia_glass_door, mcwdoors:dark_oak_glass_door, mcwdoors:crimson_glass_door, mcwdoors:warped_glass_door, mcwdoors:oak_stable_door, mcwdoors:spruce_stable_door, mcwdoors:birch_stable_door, mcwdoors:jungle_stable_door, mcwdoors:acacia_stable_door, mcwdoors:dark_oak_stable_door, mcwdoors:crimson_stable_door, mcwdoors:warped_stable_door, mcwdoors:oak_stable_head_door, mcwdoors:spruce_stable_head_door, mcwdoors:birch_stable_head_door, mcwdoors:jungle_stable_head_door, mcwdoors:acacia_stable_head_door, mcwdoors:dark_oak_stable_head_door, mcwdoors:crimson_stable_head_door, mcwdoors:warped_stable_head_door, mcwdoors:oak_western_door, mcwdoors:spruce_western_door, mcwdoors:birch_western_door, mcwdoors:jungle_western_door, mcwdoors:acacia_western_door, mcwdoors:dark_oak_western_door, mcwdoors:crimson_western_door, mcwdoors:warped_western_door, mcwdoors:oak_mystic_door, mcwdoors:spruce_mystic_door, mcwdoors:birch_mystic_door, mcwdoors:jungle_mystic_door, mcwdoors:acacia_mystic_door, mcwdoors:dark_oak_mystic_door, mcwdoors:crimson_mystic_door, mcwdoors:oak_nether_door, mcwdoors:spruce_nether_door, mcwdoors:birch_nether_door, mcwdoors:jungle_nether_door, mcwdoors:acacia_nether_door, mcwdoors:dark_oak_nether_door, mcwdoors:warped_nether_door, upgrade_aquatic:driftwood_door, upgrade_aquatic:river_door, atmospheric:rosewood_door, atmospheric:morado_door, atmospheric:yucca_door, atmospheric:kousa_door, atmospheric:aspen_door, atmospheric:grimwood_door, integrateddynamics:menril_door, autumnity:maple_door, engineersdecor:old_industrial_wood_door, minecraft:iron_door, buzzier_bees:honeycomb_door, mcwdoors:metal_door, mcwdoors:metal_warning_door, mcwdoors:metal_hospital_door, mcwdoors:metal_reinforced_door, mcwdoors:metal_windowed_door, mcwdoors:jail_door, upgrade_aquatic:tooth_door, upgrade_aquatic:glass_door, inspirations:glass_door, engineersdecor:metal_sliding_door"
"minecraft:fences","minecraft:oak_fence, minecraft:acacia_fence, minecraft:dark_oak_fence, minecraft:spruce_fence, minecraft:birch_fence, minecraft:jungle_fence, minecraft:crimson_fence, minecraft:warped_fence, upgrade_aquatic:driftwood_fence, upgrade_aquatic:river_fence, atmospheric:rosewood_fence, atmospheric:morado_fence, atmospheric:yucca_fence, atmospheric:kousa_fence, atmospheric:aspen_fence, atmospheric:grimwood_fence, autumnity:maple_fence, minecraft:nether_brick_fence"
"minecraft:fishes","minecraft:cod, minecraft:cooked_cod, minecraft:salmon, minecraft:cooked_salmon, minecraft:pufferfish, minecraft:tropical_fish, upgrade_aquatic:pike, upgrade_aquatic:cooked_pike, upgrade_aquatic:lionfish, upgrade_aquatic:cooked_lionfish"
"minecraft:flowers","minecraft:dandelion, minecraft:poppy, minecraft:blue_orchid, minecraft:allium, minecraft:azure_bluet, minecraft:red_tulip, minecraft:orange_tulip, minecraft:white_tulip, minecraft:pink_tulip, minecraft:oxeye_daisy, minecraft:cornflower, minecraft:lily_of_the_valley, minecraft:wither_rose, buzzier_bees:white_clover, buzzier_bees:pink_clover, buzzier_bees:buttercup, upgrade_aquatic:white_searocket, upgrade_aquatic:pink_searocket, farmersdelight:wild_beetroots, farmersdelight:wild_cabbages, farmersdelight:wild_carrots, farmersdelight:wild_onions, farmersdelight:wild_potatoes, farmersdelight:wild_tomatoes, atmospheric:warm_monkey_brush, atmospheric:hot_monkey_brush, atmospheric:scalding_monkey_brush, atmospheric:yucca_flower, atmospheric:gilia, atmospheric:water_hyacinth, autumnity:autumn_crocus, minecraft:sunflower, minecraft:lilac, minecraft:peony, minecraft:rose_bush, upgrade_aquatic:flowering_rush, atmospheric:tall_yucca_flower"
"minecraft:gold_ores","minecraft:gold_ore, minecraft:nether_gold_ore"
"minecraft:jungle_logs","minecraft:jungle_log, minecraft:jungle_wood, minecraft:stripped_jungle_log, minecraft:stripped_jungle_wood, decorative_blocks:jungle_beam"
"minecraft:leaves","minecraft:jungle_leaves, minecraft:oak_leaves, minecraft:spruce_leaves, minecraft:dark_oak_leaves, minecraft:acacia_leaves, minecraft:birch_leaves, upgrade_aquatic:river_leaves, atmospheric:rosewood_leaves, atmospheric:morado_leaves, atmospheric:flowering_morado_leaves, atmospheric:yucca_leaves, atmospheric:kousa_leaves, atmospheric:aspen_leaves, atmospheric:grimwood_leaves, inspirations:white_enlightened_bush, inspirations:red_enlightened_bush, inspirations:green_enlightened_bush, inspirations:blue_enlightened_bush, integrateddynamics:menril_leaves, autumnity:maple_leaves, autumnity:red_maple_leaves, autumnity:orange_maple_leaves, autumnity:yellow_maple_leaves, quark:blue_blossom_leaves, quark:lavender_blossom_leaves, quark:orange_blossom_leaves, quark:pink_blossom_leaves, quark:yellow_blossom_leaves"
"minecraft:lectern_books","minecraft:written_book, minecraft:writable_book"
"minecraft:logs","minecraft:dark_oak_log, minecraft:dark_oak_wood, minecraft:stripped_dark_oak_log, minecraft:stripped_dark_oak_wood, decorative_blocks:dark_oak_beam, minecraft:oak_log, minecraft:oak_wood, minecraft:stripped_oak_log, minecraft:stripped_oak_wood, decorative_blocks:oak_beam, minecraft:acacia_log, minecraft:acacia_wood, minecraft:stripped_acacia_log, minecraft:stripped_acacia_wood, decorative_blocks:acacia_beam, minecraft:birch_log, minecraft:birch_wood, minecraft:stripped_birch_log, minecraft:stripped_birch_wood, decorative_blocks:birch_beam, minecraft:jungle_log, minecraft:jungle_wood, minecraft:stripped_jungle_log, minecraft:stripped_jungle_wood, decorative_blocks:jungle_beam, minecraft:spruce_log, minecraft:spruce_wood, minecraft:stripped_spruce_log, minecraft:stripped_spruce_wood, decorative_blocks:spruce_beam, upgrade_aquatic:driftwood_log, upgrade_aquatic:driftwood, upgrade_aquatic:stripped_driftwood_log, upgrade_aquatic:stripped_driftwood, upgrade_aquatic:river_log, upgrade_aquatic:river_wood, upgrade_aquatic:stripped_river_log, upgrade_aquatic:stripped_river_wood, atmospheric:rosewood_log, atmospheric:rosewood, atmospheric:stripped_rosewood_log, atmospheric:stripped_rosewood, atmospheric:morado_log, atmospheric:morado_wood, atmospheric:stripped_morado_log, atmospheric:stripped_morado_wood, atmospheric:yucca_log, atmospheric:yucca_wood, atmospheric:stripped_yucca_log, atmospheric:stripped_yucca_wood, atmospheric:kousa_log, atmospheric:kousa_wood, atmospheric:stripped_kousa_log, atmospheric:stripped_kousa_wood, atmospheric:aspen_log, atmospheric:aspen_wood, atmospheric:stripped_aspen_log, atmospheric:stripped_aspen_wood, atmospheric:crustose_log, atmospheric:crustose_wood, atmospheric:watchful_aspen_log, atmospheric:watchful_aspen_wood, atmospheric:grimwood_log, atmospheric:grimwood, atmospheric:stripped_grimwood_log, atmospheric:stripped_grimwood, autumnity:maple_log, autumnity:maple_wood, autumnity:stripped_maple_log, autumnity:stripped_maple_wood, autumnity:sappy_maple_log, autumnity:sappy_maple_wood, minecraft:crimson_stem, minecraft:stripped_crimson_stem, minecraft:crimson_hyphae, minecraft:stripped_crimson_hyphae, decorative_blocks:crimson_beam, minecraft:warped_stem, minecraft:stripped_warped_stem, minecraft:warped_hyphae, minecraft:stripped_warped_hyphae, decorative_blocks:warped_beam, integrateddynamics:menril_log, integrateddynamics:menril_log_filled"
"minecraft:logs_that_burn","minecraft:dark_oak_log, minecraft:dark_oak_wood, minecraft:stripped_dark_oak_log, minecraft:stripped_dark_oak_wood, decorative_blocks:dark_oak_beam, minecraft:oak_log, minecraft:oak_wood, minecraft:stripped_oak_log, minecraft:stripped_oak_wood, decorative_blocks:oak_beam, minecraft:acacia_log, minecraft:acacia_wood, minecraft:stripped_acacia_log, minecraft:stripped_acacia_wood, decorative_blocks:acacia_beam, minecraft:birch_log, minecraft:birch_wood, minecraft:stripped_birch_log, minecraft:stripped_birch_wood, decorative_blocks:birch_beam, minecraft:jungle_log, minecraft:jungle_wood, minecraft:stripped_jungle_log, minecraft:stripped_jungle_wood, decorative_blocks:jungle_beam, minecraft:spruce_log, minecraft:spruce_wood, minecraft:stripped_spruce_log, minecraft:stripped_spruce_wood, decorative_blocks:spruce_beam, upgrade_aquatic:driftwood_log, upgrade_aquatic:driftwood, upgrade_aquatic:stripped_driftwood_log, upgrade_aquatic:stripped_driftwood, upgrade_aquatic:river_log, upgrade_aquatic:river_wood, upgrade_aquatic:stripped_river_log, upgrade_aquatic:stripped_river_wood, atmospheric:rosewood_log, atmospheric:rosewood, atmospheric:stripped_rosewood_log, atmospheric:stripped_rosewood, atmospheric:morado_log, atmospheric:morado_wood, atmospheric:stripped_morado_log, atmospheric:stripped_morado_wood, atmospheric:yucca_log, atmospheric:yucca_wood, atmospheric:stripped_yucca_log, atmospheric:stripped_yucca_wood, atmospheric:kousa_log, atmospheric:kousa_wood, atmospheric:stripped_kousa_log, atmospheric:stripped_kousa_wood, atmospheric:aspen_log, atmospheric:aspen_wood, atmospheric:stripped_aspen_log, atmospheric:stripped_aspen_wood, atmospheric:crustose_log, atmospheric:crustose_wood, atmospheric:watchful_aspen_log, atmospheric:watchful_aspen_wood, atmospheric:grimwood_log, atmospheric:grimwood, atmospheric:stripped_grimwood_log, atmospheric:stripped_grimwood, autumnity:maple_log, autumnity:maple_wood, autumnity:stripped_maple_log, autumnity:stripped_maple_wood, autumnity:sappy_maple_log, autumnity:sappy_maple_wood"
"minecraft:music_discs","minecraft:music_disc_13, minecraft:music_disc_cat, minecraft:music_disc_blocks, minecraft:music_disc_chirp, minecraft:music_disc_far, minecraft:music_disc_mall, minecraft:music_disc_mellohi, minecraft:music_disc_stal, minecraft:music_disc_strad, minecraft:music_disc_ward, minecraft:music_disc_11, minecraft:music_disc_wait, minecraft:music_disc_pigstep"
"minecraft:non_flammable_wood","minecraft:warped_stem, minecraft:stripped_warped_stem, minecraft:warped_hyphae, minecraft:stripped_warped_hyphae, minecraft:crimson_stem, minecraft:stripped_crimson_stem, minecraft:crimson_hyphae, minecraft:stripped_crimson_hyphae, minecraft:crimson_planks, minecraft:warped_planks, minecraft:crimson_slab, minecraft:warped_slab, minecraft:crimson_pressure_plate, minecraft:warped_pressure_plate, minecraft:crimson_fence, minecraft:warped_fence, minecraft:crimson_trapdoor, minecraft:warped_trapdoor, minecraft:crimson_fence_gate, minecraft:warped_fence_gate, minecraft:crimson_stairs, minecraft:warped_stairs, minecraft:crimson_button, minecraft:warped_button, minecraft:crimson_door, minecraft:warped_door, minecraft:crimson_sign, minecraft:warped_sign, decorative_blocks:crimson_beam, decorative_blocks:crimson_seat, decorative_blocks:crimson_support, decorative_blocks:warped_palisade, decorative_blocks:warped_seat, decorative_blocks:warped_support"
"minecraft:oak_logs","minecraft:oak_log, minecraft:oak_wood, minecraft:stripped_oak_log, minecraft:stripped_oak_wood, decorative_blocks:oak_beam"
"minecraft:piglin_loved","minecraft:gold_ore, minecraft:nether_gold_ore, minecraft:gold_block, minecraft:gilded_blackstone, minecraft:light_weighted_pressure_plate, minecraft:gold_ingot, minecraft:bell, minecraft:clock, minecraft:golden_carrot, minecraft:glistering_melon_slice, minecraft:golden_apple, minecraft:enchanted_golden_apple, minecraft:golden_helmet, minecraft:golden_chestplate, minecraft:golden_leggings, minecraft:golden_boots, minecraft:golden_horse_armor, minecraft:golden_sword, minecraft:golden_pickaxe, minecraft:golden_shovel, minecraft:golden_axe, minecraft:golden_hoe, atmospheric:shimmering_passionfruit, atmospheric:shimmering_passionfruit_crate, quark:gold_button, quark:gold_bars, quark:golden_frog_leg, quark:golden_apple_crate, charm:gold_bars, charm:gold_chain, charm:gold_lantern"
"minecraft:piglin_repellents","minecraft:soul_torch, minecraft:soul_lantern, minecraft:soul_campfire, buzzier_bees:soul_candle, autumnity:soul_jack_o_lantern, autumnity:large_soul_jack_o_lantern_slice, charm:gold_soul_lantern"
"minecraft:planks","minecraft:oak_planks, minecraft:spruce_planks, minecraft:birch_planks, minecraft:jungle_planks, minecraft:acacia_planks, minecraft:dark_oak_planks, minecraft:crimson_planks, minecraft:warped_planks, upgrade_aquatic:driftwood_planks, upgrade_aquatic:river_planks, atmospheric:rosewood_planks, atmospheric:morado_planks, atmospheric:yucca_planks, atmospheric:kousa_planks, atmospheric:aspen_planks, atmospheric:grimwood_planks, atmospheric:vertical_rosewood_planks, atmospheric:vertical_morado_planks, atmospheric:vertical_yucca_planks, atmospheric:vertical_kousa_planks, atmospheric:vertical_aspen_planks, atmospheric:vertical_grimwood_planks, integrateddynamics:menril_planks, autumnity:maple_planks, autumnity:vertical_maple_planks, quark:vertical_oak_planks, quark:vertical_spruce_planks, quark:vertical_birch_planks, quark:vertical_jungle_planks, quark:vertical_acacia_planks, quark:vertical_dark_oak_planks, quark:vertical_warped_planks, quark:vertical_crimson_planks, quark:black_stained_planks, quark:blue_stained_planks, quark:brown_stained_planks, quark:cyan_stained_planks, quark:gray_stained_planks, quark:green_stained_planks, quark:light_blue_stained_planks, quark:light_gray_stained_planks, quark:lime_stained_planks, quark:magenta_stained_planks, quark:orange_stained_planks, quark:pink_stained_planks, quark:purple_stained_planks, quark:red_stained_planks, quark:white_stained_planks, quark:yellow_stained_planks, quark:vertical_black_stained_planks, quark:vertical_blue_stained_planks, quark:vertical_brown_stained_planks, quark:vertical_cyan_stained_planks, quark:vertical_gray_stained_planks, quark:vertical_green_stained_planks, quark:vertical_light_blue_stained_planks, quark:vertical_light_gray_stained_planks, quark:vertical_lime_stained_planks, quark:vertical_magenta_stained_planks, quark:vertical_orange_stained_planks, quark:vertical_pink_stained_planks, quark:vertical_purple_stained_planks, quark:vertical_red_stained_planks, quark:vertical_white_stained_planks, quark:vertical_yellow_stained_planks"
"minecraft:rails","minecraft:rail, minecraft:powered_rail, minecraft:detector_rail, minecraft:activator_rail, transport:holding_rail, transport:diamond_crossing_rail, transport:elevator_switch_rail, transport:scaffolding_rail, transport:switch_rail, transport:wye_switch_rail, transport:bumper_rail, transport:timed_holding_rail"
"minecraft:sand","minecraft:sand, minecraft:red_sand, atmospheric:arid_sand, atmospheric:red_arid_sand"
"minecraft:saplings","minecraft:oak_sapling, minecraft:spruce_sapling, minecraft:birch_sapling, minecraft:jungle_sapling, minecraft:acacia_sapling, minecraft:dark_oak_sapling, upgrade_aquatic:river_sapling, atmospheric:rosewood_sapling, atmospheric:morado_sapling, atmospheric:yucca_sapling, atmospheric:kousa_sapling, atmospheric:aspen_sapling, atmospheric:grimwood_sapling, integrateddynamics:menril_sapling, autumnity:maple_sapling, autumnity:red_maple_sapling, autumnity:orange_maple_sapling, autumnity:yellow_maple_sapling, quark:blue_blossom_sapling, quark:lavender_blossom_sapling, quark:orange_blossom_sapling, quark:pink_blossom_sapling, quark:yellow_blossom_sapling, quark:red_blossom_sapling"
"minecraft:signs","minecraft:oak_sign, minecraft:spruce_sign, minecraft:birch_sign, minecraft:acacia_sign, minecraft:jungle_sign, minecraft:dark_oak_sign, minecraft:crimson_sign, minecraft:warped_sign, upgrade_aquatic:driftwood_sign, upgrade_aquatic:river_sign, atmospheric:rosewood_sign, atmospheric:morado_sign, atmospheric:yucca_sign, atmospheric:kousa_sign, atmospheric:aspen_sign, atmospheric:grimwood_sign, autumnity:maple_sign"
