"Mod name","Registry name","Item ID","Display name","Recipe name","Tags"
"Macaw's Furniture","mcwfurnitures:dark_oak_dresser_4",5393,"Dark Oak Triple Drawer Dresser","mcwfurnitures:dark_oak_dresser_4",""
"Macaw's Furniture","mcwfurnitures:dark_oak_dresser_5",5394,"Dark Oak Triple Drawer Dresser","mcwfurnitures:dark_oak_dresser_5",""
"Macaw's Furniture","mcwfurnitures:dark_oak_dresser_6",5395,"Dark Oak Bookcase Dresser","mcwfurnitures:dark_oak_dresser_6",""
"Macaw's Furniture","mcwfurnitures:dark_oak_dresser_7",5396,"Dark Oak Complex Dresser","mcwfurnitures:dark_oak_dresser_7",""
"Macaw's Furniture","mcwfurnitures:dark_oak_dresser_9",5397,"Dark Oak Bookshelf Dresser","mcwfurnitures:dark_oak_dresser_9",""
"Macaw's Furniture","mcwfurnitures:dark_oak_dresser_box",5391,"Dark Oak Cupboard Dresser","mcwfurnitures:dark_oak_dresser_box",""
"Macaw's Furniture","mcwfurnitures:dark_oak_furniture_1",5407,"Dark Oak Wardrobe","mcwfurnitures:dark_oak_furniture_1",""
"Macaw's Furniture","mcwfurnitures:dark_oak_furniture_2",5408,"Dark Oak Modern Wardrobe","mcwfurnitures:dark_oak_furniture_2",""
"Macaw's Furniture","mcwfurnitures:dark_oak_furniture_3",5409,"Dark Oak Complex Wardrobe","mcwfurnitures:dark_oak_furniture_3",""
"Macaw's Furniture","mcwfurnitures:dark_oak_furniture_4",5410,"Dark Oak Display Wardrobe","mcwfurnitures:dark_oak_furniture_4",""
"Macaw's Furniture","mcwfurnitures:dark_oak_furniture_6",5411,"Dark Oak Cupboard Wardrobe","mcwfurnitures:dark_oak_furniture_6",""
"Macaw's Furniture","mcwfurnitures:dark_oak_furniture_7",5412,"Dark Oak Giant Bookshelf","mcwfurnitures:dark_oak_furniture_7",""
"Macaw's Furniture","mcwfurnitures:dark_oak_glass_desk_left",5384,"Dark Oak Glass Desk Left","mcwfurnitures:dark_oak_glass_desk_left",""
"Macaw's Furniture","mcwfurnitures:dark_oak_glass_desk_right",5385,"Dark Oak Glass Desk Right","mcwfurnitures:dark_oak_glass_desk_right",""
"Macaw's Furniture","mcwfurnitures:dark_oak_modern_chair",5375,"Dark Oak Modern Chair","mcwfurnitures:dark_oak_modern_chair",""
"Macaw's Furniture","mcwfurnitures:dark_oak_modern_desk_left",5386,"Dark Oak Modern Desk Left","mcwfurnitures:dark_oak_modern_desk_left",""
"Macaw's Furniture","mcwfurnitures:dark_oak_modern_desk_right",5387,"Dark Oak Modern Desk Right","mcwfurnitures:dark_oak_modern_desk_right",""
"Macaw's Furniture","mcwfurnitures:dark_oak_nightstand",5358,"Dark Oak Drawer Nightstand","mcwfurnitures:dark_oak_nightstand",""
"Macaw's Furniture","mcwfurnitures:dark_oak_nightstand_10",5366,"Dark Oak Compley End Table","mcwfurnitures:dark_oak_nightstand_10",""
"Macaw's Furniture","mcwfurnitures:dark_oak_nightstand_11",5367,"Dark Oak Simple End Table","mcwfurnitures:dark_oak_nightstand_11",""
"Macaw's Furniture","mcwfurnitures:dark_oak_nightstand_2",5359,"Dark Oak Double Drawer Nightstand","mcwfurnitures:dark_oak_nightstand_2",""
"Macaw's Furniture","mcwfurnitures:dark_oak_nightstand_3",5360,"Dark Oak Book Nightstand","mcwfurnitures:dark_oak_nightstand_3",""
"Macaw's Furniture","mcwfurnitures:dark_oak_nightstand_4",5361,"Dark Oak Split Cabinet","mcwfurnitures:dark_oak_nightstand_4",""
"Macaw's Furniture","mcwfurnitures:dark_oak_nightstand_5",5362,"Dark Oak Complex Drawer Cupboard","mcwfurnitures:dark_oak_nightstand_5",""
"Macaw's Furniture","mcwfurnitures:dark_oak_nightstand_6",5363,"Dark Oak Vertical Cabinet","mcwfurnitures:dark_oak_nightstand_6",""
"Macaw's Furniture","mcwfurnitures:dark_oak_nightstand_8",5364,"Dark Oak Glass Cabinet","mcwfurnitures:dark_oak_nightstand_8",""
"Macaw's Furniture","mcwfurnitures:dark_oak_nightstand_9",5365,"Dark Oak Square End Table","mcwfurnitures:dark_oak_nightstand_9",""
"Macaw's Furniture","mcwfurnitures:dark_oak_plant_pot_left",5388,"Dark Oak Plant Desk Left","mcwfurnitures:dark_oak_plant_pot_left",""
"Macaw's Furniture","mcwfurnitures:dark_oak_plant_pot_right",5389,"Dark Oak Plant Desk Right","mcwfurnitures:dark_oak_plant_pot_right",""
"Macaw's Furniture","mcwfurnitures:dark_oak_plate",5078,"Dark Oak Plate","mcwfurnitures:dark_oak_plate",""
"Macaw's Furniture","mcwfurnitures:dark_oak_pult",5368,"Dark Oak Kitchen Counter","mcwfurnitures:dark_oak_pult",""
"Macaw's Furniture","mcwfurnitures:dark_oak_pult_1",5369,"Dark Oak Cupboard Counter Right","mcwfurnitures:dark_oak_pult1",""
"Macaw's Furniture","mcwfurnitures:dark_oak_pult_2",5370,"Dark Oak Cupboard Counter Left","mcwfurnitures:dark_oak_pult2",""
"Macaw's Furniture","mcwfurnitures:dark_oak_pult_3",5371,"Dark Oak Double Drawer Counter","mcwfurnitures:dark_oak_pult3",""
"Macaw's Furniture","mcwfurnitures:dark_oak_pult_4",5372,"Dark Oak Drawer Counter","mcwfurnitures:dark_oak_pult4",""
"Macaw's Furniture","mcwfurnitures:dark_oak_stool_chair",5377,"Dark Oak Stool Chair","mcwfurnitures:dark_oak_stool_chair",""
"Macaw's Furniture","mcwfurnitures:dark_oak_striped_chair",5376,"Dark Oak Striped Chair","mcwfurnitures:dark_oak_striped_chair",""
"Macaw's Furniture","mcwfurnitures:drawer",5081,"Drawer","mcwfurnitures:drawer",""
"Macaw's Furniture","mcwfurnitures:jungle_box_2",5263,"Jungle Cabinet","mcwfurnitures:jungle_box_2",""
"Macaw's Furniture","mcwfurnitures:jungle_chair",5264,"Jungle Chair","mcwfurnitures:jungle_chair",""
"Macaw's Furniture","mcwfurnitures:jungle_covered_desk_left",5270,"Jungle Covered Desk Left","mcwfurnitures:jungle_covered_desk_left",""
"Macaw's Furniture","mcwfurnitures:jungle_covered_desk_right",5271,"Jungle Covered Desk Right","mcwfurnitures:jungle_covered_desk_right",""
"Macaw's Furniture","mcwfurnitures:jungle_cupboard_5",5292,"Jungle Split Cupboard","mcwfurnitures:jungle_cupboard_5",""
"Macaw's Furniture","mcwfurnitures:jungle_cupboard_6",5293,"Jungle Cupboard","mcwfurnitures:jungle_cupboard_6",""
"Macaw's Furniture","mcwfurnitures:jungle_cupboard_7",5294,"Jungle Modern Cupboard","mcwfurnitures:jungle_cupboard_7",""
"Macaw's Furniture","mcwfurnitures:jungle_cupboard_8",5295,"Jungle Book Cupboard","mcwfurnitures:jungle_cupboard_8",""
"Macaw's Furniture","mcwfurnitures:jungle_cupboard_9",5296,"Jungle Complex Cupboard","mcwfurnitures:jungle_cupboard_9",""
"Macaw's Furniture","mcwfurnitures:jungle_desk_left",5268,"Jungle Desk Left","mcwfurnitures:jungle_desk_left",""
"Macaw's Furniture","mcwfurnitures:jungle_desk_right",5269,"Jungle Desk Right","mcwfurnitures:jungle_desk_right",""
"Macaw's Furniture","mcwfurnitures:jungle_double_desk_left",5272,"Jungle Double Desk Left","mcwfurnitures:jungle_double_desk_left",""
"Macaw's Furniture","mcwfurnitures:jungle_double_desk_right",5273,"Jungle Double Desk Right","mcwfurnitures:jungle_double_desk_right",""
"Macaw's Furniture","mcwfurnitures:jungle_dresser",5280,"Jungle Classic Dresser","mcwfurnitures:jungle_dresser",""
"Macaw's Furniture","mcwfurnitures:jungle_dresser_11",5288,"Jungle Bookcase Dresser","mcwfurnitures:jungle_dresser_11",""
"Macaw's Furniture","mcwfurnitures:jungle_dresser_12",5289,"Jungle Complex Shelving unit","mcwfurnitures:jungle_dresser_12",""
"Macaw's Furniture","mcwfurnitures:jungle_dresser_13",5290,"Jungle Drawer Shelving unit","mcwfurnitures:jungle_dresser_13",""
"Macaw's Furniture","mcwfurnitures:jungle_dresser_14",5291,"Jungle Empty Shelving unit","mcwfurnitures:jungle_dresser_14",""
"Macaw's Furniture","mcwfurnitures:jungle_dresser_3",5282,"Jungle Double Drawer Dresser","mcwfurnitures:jungle_dresser_3",""
"Macaw's Furniture","mcwfurnitures:jungle_dresser_4",5283,"Jungle Triple Drawer Dresser","mcwfurnitures:jungle_dresser_4",""
"Macaw's Furniture","mcwfurnitures:jungle_dresser_5",5284,"Jungle Triple Drawer Dresser","mcwfurnitures:jungle_dresser_5",""
"Macaw's Furniture","mcwfurnitures:jungle_dresser_6",5285,"Jungle Bookcase Dresser","mcwfurnitures:jungle_dresser_6",""
"Macaw's Furniture","mcwfurnitures:jungle_dresser_7",5286,"Jungle Complex Dresser","mcwfurnitures:jungle_dresser_7",""
"Macaw's Furniture","mcwfurnitures:jungle_dresser_9",5287,"Jungle Bookshelf Dresser","mcwfurnitures:jungle_dresser_9",""
"Macaw's Furniture","mcwfurnitures:jungle_dresser_box",5281,"Jungle Cupboard Dresser","mcwfurnitures:jungle_dresser_box",""
"Macaw's Furniture","mcwfurnitures:jungle_furniture_1",5297,"Jungle Wardrobe","mcwfurnitures:jungle_furniture_1",""
"Macaw's Furniture","mcwfurnitures:jungle_furniture_2",5298,"Jungle Modern Wardrobe","mcwfurnitures:jungle_furniture_2",""
"Macaw's Furniture","mcwfurnitures:jungle_furniture_3",5299,"Jungle Complex Wardrobe","mcwfurnitures:jungle_furniture_3",""
"Macaw's Furniture","mcwfurnitures:jungle_furniture_4",5300,"Jungle Display Wardrobe","mcwfurnitures:jungle_furniture_4",""
"Macaw's Furniture","mcwfurnitures:jungle_furniture_6",5301,"Jungle Cupboard Wardrobe","mcwfurnitures:jungle_furniture_6",""
"Macaw's Furniture","mcwfurnitures:jungle_furniture_7",5302,"Jungle Giant Bookshelf","mcwfurnitures:jungle_furniture_7",""
"Macaw's Furniture","mcwfurnitures:jungle_glass_desk_left",5274,"Jungle Glass Desk Left","mcwfurnitures:jungle_glass_desk_left",""
"Macaw's Furniture","mcwfurnitures:jungle_glass_desk_right",5275,"Jungle Glass Desk Right","mcwfurnitures:jungle_glass_desk_right",""
"Macaw's Furniture","mcwfurnitures:jungle_modern_chair",5265,"Jungle Modern Chair","mcwfurnitures:jungle_modern_chair",""
"Macaw's Furniture","mcwfurnitures:jungle_modern_desk_left",5276,"Jungle Modern Desk Left","mcwfurnitures:jungle_modern_desk_left",""
"Macaw's Furniture","mcwfurnitures:jungle_modern_desk_right",5277,"Jungle Modern Desk Right","mcwfurnitures:jungle_modern_desk_right",""
"Macaw's Furniture","mcwfurnitures:jungle_nightstand",5248,"Jungle Drawer Nightstand","mcwfurnitures:jungle_nightstand",""
"Macaw's Furniture","mcwfurnitures:jungle_nightstand_10",5256,"Jungle Compley End Table","mcwfurnitures:jungle_nightstand_10",""
"Macaw's Furniture","mcwfurnitures:jungle_nightstand_11",5257,"Jungle Simple End Table","mcwfurnitures:jungle_nightstand_11",""
"Macaw's Furniture","mcwfurnitures:jungle_nightstand_2",5249,"Jungle Double Drawer Nightstand","mcwfurnitures:jungle_nightstand_2",""
"Macaw's Furniture","mcwfurnitures:jungle_nightstand_3",5250,"Jungle Book Nightstand","mcwfurnitures:jungle_nightstand_3",""
"Macaw's Furniture","mcwfurnitures:jungle_nightstand_4",5251,"Jungle Split Cabinet","mcwfurnitures:jungle_nightstand_4",""
"Macaw's Furniture","mcwfurnitures:jungle_nightstand_5",5252,"Jungle Complex Drawer Cupboard","mcwfurnitures:jungle_nightstand_5",""
"Macaw's Furniture","mcwfurnitures:jungle_nightstand_6",5253,"Jungle Vertical Cabinet","mcwfurnitures:jungle_nightstand_6",""
"Macaw's Furniture","mcwfurnitures:jungle_nightstand_8",5254,"Jungle Glass Cabinet","mcwfurnitures:jungle_nightstand_8",""
"Macaw's Furniture","mcwfurnitures:jungle_nightstand_9",5255,"Jungle Square End Table","mcwfurnitures:jungle_nightstand_9",""
"Macaw's Furniture","mcwfurnitures:jungle_plant_pot_left",5278,"Jungle Plant Desk Left","mcwfurnitures:jungle_plant_pot_left",""
"Macaw's Furniture","mcwfurnitures:jungle_plant_pot_right",5279,"Jungle Plant Desk Right","mcwfurnitures:jungle_plant_pot_right",""
"Macaw's Furniture","mcwfurnitures:jungle_plate",5076,"Jungle Plate","mcwfurnitures:jungle_plate",""
"Macaw's Furniture","mcwfurnitures:jungle_pult",5258,"Jungle Kitchen Counter","mcwfurnitures:jungle_pult",""
"Macaw's Furniture","mcwfurnitures:jungle_pult_1",5259,"Jungle Cupboard Counter Right","mcwfurnitures:jungle_pult1",""
"Macaw's Furniture","mcwfurnitures:jungle_pult_2",5260,"Jungle Cupboard Counter Left","mcwfurnitures:jungle_pult2",""
"Macaw's Furniture","mcwfurnitures:jungle_pult_3",5261,"Jungle Double Drawer Counter","mcwfurnitures:jungle_pult3",""
"Macaw's Furniture","mcwfurnitures:jungle_pult_4",5262,"Jungle Drawer Counter","mcwfurnitures:jungle_pult4",""
"Macaw's Furniture","mcwfurnitures:jungle_stool_chair",5267,"Jungle Stool Chair","mcwfurnitures:jungle_stool_chair",""
"Macaw's Furniture","mcwfurnitures:jungle_striped_chair",5266,"Jungle Striped Chair","mcwfurnitures:jungle_striped_chair",""
"Macaw's Furniture","mcwfurnitures:oak_box_2",5098,"Oak Cabinet","mcwfurnitures:oak_box_2",""
"Macaw's Furniture","mcwfurnitures:oak_chair",5099,"Oak Chair","mcwfurnitures:oak_chair",""
"Macaw's Furniture","mcwfurnitures:oak_covered_desk_left",5105,"Oak Covered Desk Left","mcwfurnitures:oak_covered_desk_left",""
"Macaw's Furniture","mcwfurnitures:oak_covered_desk_right",5106,"Oak Covered Desk Right","mcwfurnitures:oak_covered_desk_right",""
"Macaw's Furniture","mcwfurnitures:oak_cupboard_5",5127,"Oak Split Cupboard","mcwfurnitures:oak_cupboard_5",""
"Macaw's Furniture","mcwfurnitures:oak_cupboard_6",5128,"Oak Cupboard","mcwfurnitures:oak_cupboard_6",""
"Macaw's Furniture","mcwfurnitures:oak_cupboard_7",5129,"Oak Modern Cupboard","mcwfurnitures:oak_cupboard_7",""
"Macaw's Furniture","mcwfurnitures:oak_cupboard_8",5130,"Oak Book Cupboard","mcwfurnitures:oak_cupboard_8",""
"Macaw's Furniture","mcwfurnitures:oak_cupboard_9",5131,"Oak Complex Cupboard","mcwfurnitures:oak_cupboard_9",""
"Macaw's Furniture","mcwfurnitures:oak_desk_left",5103,"Oak Desk Left","mcwfurnitures:oak_desk_left",""
"Macaw's Furniture","mcwfurnitures:oak_desk_right",5104,"Oak Desk Right","mcwfurnitures:oak_desk_right",""
"Macaw's Furniture","mcwfurnitures:oak_double_desk_left",5107,"Oak Double Desk Left","mcwfurnitures:oak_double_desk_left",""
"Macaw's Furniture","mcwfurnitures:oak_double_desk_right",5108,"Oak Double Desk Right","mcwfurnitures:oak_double_desk_right",""
"Macaw's Furniture","mcwfurnitures:oak_dresser",5115,"Oak Classic Dresser","mcwfurnitures:oak_dresser",""
"Macaw's Furniture","mcwfurnitures:oak_dresser_11",5123,"Oak Bookcase Dresser","mcwfurnitures:oak_dresser_11",""
"Macaw's Furniture","mcwfurnitures:oak_dresser_12",5124,"Oak Complex Shelving unit","mcwfurnitures:oak_dresser_12",""
"Macaw's Furniture","mcwfurnitures:oak_dresser_13",5125,"Oak Drawer Shelving unit","mcwfurnitures:oak_dresser_13",""
"Macaw's Furniture","mcwfurnitures:oak_dresser_14",5126,"Oak Empty Shelving unit","mcwfurnitures:oak_dresser_14",""
"Macaw's Furniture","mcwfurnitures:oak_dresser_3",5117,"Oak Double Drawer Dresser","mcwfurnitures:oak_dresser_3",""
"Macaw's Furniture","mcwfurnitures:oak_dresser_4",5118,"Oak Triple Drawer Dresser","mcwfurnitures:oak_dresser_4",""
"Macaw's Furniture","mcwfurnitures:oak_dresser_5",5119,"Oak Triple Drawer Dresser","mcwfurnitures:oak_dresser_5",""
"Macaw's Furniture","mcwfurnitures:oak_dresser_6",5120,"Oak Bookcase Dresser","mcwfurnitures:oak_dresser_6",""
"Macaw's Furniture","mcwfurnitures:oak_dresser_7",5121,"Oak Complex Dresser","mcwfurnitures:oak_dresser_7",""
"Macaw's Furniture","mcwfurnitures:oak_dresser_9",5122,"Oak Bookshelf Dresser","mcwfurnitures:oak_dresser_9",""
"Macaw's Furniture","mcwfurnitures:oak_dresser_box",5116,"Oak Cupboard Dresser","mcwfurnitures:oak_dresser_box",""
"Macaw's Furniture","mcwfurnitures:oak_furniture_1",5132,"Oak Wardrobe","mcwfurnitures:oak_furniture_1",""
"Macaw's Furniture","mcwfurnitures:oak_furniture_2",5133,"Oak Modern Wardrobe","mcwfurnitures:oak_furniture_2",""
"Macaw's Furniture","mcwfurnitures:oak_furniture_3",5134,"Oak Complex Wardrobe","mcwfurnitures:oak_furniture_3",""
"Macaw's Furniture","mcwfurnitures:oak_furniture_4",5135,"Oak Display Wardrobe","mcwfurnitures:oak_furniture_4",""
"Macaw's Furniture","mcwfurnitures:oak_furniture_6",5136,"Oak Cupboard Wardrobe","mcwfurnitures:oak_furniture_6",""
"Macaw's Furniture","mcwfurnitures:oak_furniture_7",5137,"Oak Giant Bookshelf","mcwfurnitures:oak_furniture_7",""
"Macaw's Furniture","mcwfurnitures:oak_glass_desk_left",5109,"Oak Glass Desk Left","mcwfurnitures:oak_glass_desk_left",""
"Macaw's Furniture","mcwfurnitures:oak_glass_desk_right",5110,"Oak Glass Desk Right","mcwfurnitures:oak_glass_desk_right",""
"Macaw's Furniture","mcwfurnitures:oak_modern_chair",5100,"Oak Modern Chair","mcwfurnitures:oak_modern_chair",""
"Macaw's Furniture","mcwfurnitures:oak_modern_desk_left",5111,"Oak Modern Desk Left","mcwfurnitures:oak_modern_desk_left",""
"Macaw's Furniture","mcwfurnitures:oak_modern_desk_right",5112,"Oak Modern Desk Right","mcwfurnitures:oak_modern_desk_right",""
"Macaw's Furniture","mcwfurnitures:oak_nightstand",5083,"Oak Drawer Nightstand","mcwfurnitures:oak_nightstand",""
"Macaw's Furniture","mcwfurnitures:oak_nightstand_10",5091,"Oak Compley End Table","mcwfurnitures:oak_nightstand_10",""
"Macaw's Furniture","mcwfurnitures:oak_nightstand_11",5092,"Oak Simple End Table","mcwfurnitures:oak_nightstand_11",""
"Macaw's Furniture","mcwfurnitures:oak_nightstand_2",5084,"Oak Double Drawer Nightstand","mcwfurnitures:oak_nightstand_2",""
"Macaw's Furniture","mcwfurnitures:oak_nightstand_3",5085,"Oak Book Nightstand","mcwfurnitures:oak_nightstand_3",""
"Macaw's Furniture","mcwfurnitures:oak_nightstand_4",5086,"Oak Split Cabinet","mcwfurnitures:oak_nightstand_4",""
"Macaw's Furniture","mcwfurnitures:oak_nightstand_5",5087,"Oak Complex Drawer Cupboard","mcwfurnitures:oak_nightstand_5",""
"Macaw's Furniture","mcwfurnitures:oak_nightstand_6",5088,"Oak Vertical Cabinet","mcwfurnitures:oak_nightstand_6",""
"Macaw's Furniture","mcwfurnitures:oak_nightstand_8",5089,"Oak Glass Cabinet","mcwfurnitures:oak_nightstand_8",""
"Macaw's Furniture","mcwfurnitures:oak_nightstand_9",5090,"Oak Square End Table","mcwfurnitures:oak_nightstand_9",""
"Macaw's Furniture","mcwfurnitures:oak_plant_pot_left",5113,"Oak Plant Desk Left","mcwfurnitures:oak_plant_pot_left",""
"Macaw's Furniture","mcwfurnitures:oak_plant_pot_right",5114,"Oak Plant Desk Right","mcwfurnitures:oak_plant_pot_right",""
"Macaw's Furniture","mcwfurnitures:oak_plate",5073,"Oak Plate","mcwfurnitures:oak_plate",""
"Macaw's Furniture","mcwfurnitures:oak_pult",5093,"Oak Kitchen Counter","mcwfurnitures:oak_pult",""
"Macaw's Furniture","mcwfurnitures:oak_pult_1",5094,"Oak Cupboard Counter Right","mcwfurnitures:oak_pult1",""
"Macaw's Furniture","mcwfurnitures:oak_pult_2",5095,"Oak Cupboard Counter Left","mcwfurnitures:oak_pult2",""
"Macaw's Furniture","mcwfurnitures:oak_pult_3",5096,"Oak Double Drawer Counter","mcwfurnitures:oak_pult3",""
"Macaw's Furniture","mcwfurnitures:oak_pult_4",5097,"Oak Drawer Counter","mcwfurnitures:oak_pult4",""
"Macaw's Furniture","mcwfurnitures:oak_stool_chair",5102,"Oak Stool Chair","mcwfurnitures:oak_stool_chair",""
"Macaw's Furniture","mcwfurnitures:oak_striped_chair",5101,"Oak Striped Chair","mcwfurnitures:oak_striped_chair",""
"Macaw's Furniture","mcwfurnitures:spruce_box_2",5153,"Spruce Cabinet","mcwfurnitures:spruce_box_2",""
"Macaw's Furniture","mcwfurnitures:spruce_chair",5154,"Spruce Chair","mcwfurnitures:spruce_chair",""
"Macaw's Furniture","mcwfurnitures:spruce_covered_desk_left",5160,"Spruce Covered Desk Left","mcwfurnitures:spruce_covered_desk_left",""
"Macaw's Furniture","mcwfurnitures:spruce_covered_desk_right",5161,"Spruce Covered Desk Right","mcwfurnitures:spruce_covered_desk_right",""
"Macaw's Furniture","mcwfurnitures:spruce_cupboard_5",5182,"Spruce Split Cupboard","mcwfurnitures:spruce_cupboard_5",""
"Macaw's Furniture","mcwfurnitures:spruce_cupboard_6",5183,"Spruce Cupboard","mcwfurnitures:spruce_cupboard_6",""
"Macaw's Furniture","mcwfurnitures:spruce_cupboard_7",5184,"Spruce Modern Cupboard","mcwfurnitures:spruce_cupboard_7",""
"Macaw's Furniture","mcwfurnitures:spruce_cupboard_8",5185,"Spruce Book Cupboard","mcwfurnitures:spruce_cupboard_8",""
"Macaw's Furniture","mcwfurnitures:spruce_cupboard_9",5186,"Spruce Complex Cupboard","mcwfurnitures:spruce_cupboard_9",""
"Macaw's Furniture","mcwfurnitures:spruce_desk_left",5158,"Spruce Desk Left","mcwfurnitures:spruce_desk_left",""
"Macaw's Furniture","mcwfurnitures:spruce_desk_right",5159,"Spruce Desk Right","mcwfurnitures:spruce_desk_right",""
"Macaw's Furniture","mcwfurnitures:spruce_double_desk_left",5162,"Spruce Double Desk Left","mcwfurnitures:spruce_double_desk_left",""
"Macaw's Furniture","mcwfurnitures:spruce_double_desk_right",5163,"Spruce Double Desk Right","mcwfurnitures:spruce_double_desk_right",""
"Macaw's Furniture","mcwfurnitures:spruce_dresser",5170,"Spruce Classic Dresser","mcwfurnitures:spruce_dresser",""
"Macaw's Furniture","mcwfurnitures:spruce_dresser_11",5178,"Spruce Bookcase Dresser","mcwfurnitures:spruce_dresser_11",""
"Macaw's Furniture","mcwfurnitures:spruce_dresser_12",5179,"Spruce Complex Shelving unit","mcwfurnitures:spruce_dresser_12",""
"Macaw's Furniture","mcwfurnitures:spruce_dresser_13",5180,"Spruce Drawer Shelving unit","mcwfurnitures:spruce_dresser_13",""
"Macaw's Furniture","mcwfurnitures:spruce_dresser_14",5181,"Spruce Empty Shelving unit","mcwfurnitures:spruce_dresser_14",""
"Macaw's Furniture","mcwfurnitures:spruce_dresser_3",5172,"Spruce Double Drawer Dresser","mcwfurnitures:spruce_dresser_3",""
"Macaw's Furniture","mcwfurnitures:spruce_dresser_4",5173,"Spruce Triple Drawer Dresser","mcwfurnitures:spruce_dresser_4",""
"Macaw's Furniture","mcwfurnitures:spruce_dresser_5",5174,"Spruce Triple Drawer Dresser","mcwfurnitures:spruce_dresser_5",""
"Macaw's Furniture","mcwfurnitures:spruce_dresser_6",5175,"Spruce Bookcase Dresser","mcwfurnitures:spruce_dresser_6",""
"Macaw's Furniture","mcwfurnitures:spruce_dresser_7",5176,"Spruce Complex Dresser","mcwfurnitures:spruce_dresser_7",""
"Macaw's Furniture","mcwfurnitures:spruce_dresser_9",5177,"Spruce Bookshelf Dresser","mcwfurnitures:spruce_dresser_9",""
"Macaw's Furniture","mcwfurnitures:spruce_dresser_box",5171,"Spruce Cupboard Dresser","mcwfurnitures:spruce_dresser_box",""
"Macaw's Furniture","mcwfurnitures:spruce_furniture_1",5187,"Spruce Wardrobe","mcwfurnitures:spruce_furniture_1",""
"Macaw's Furniture","mcwfurnitures:spruce_furniture_2",5188,"Spruce Modern Wardrobe","mcwfurnitures:spruce_furniture_2",""
"Macaw's Furniture","mcwfurnitures:spruce_furniture_3",5189,"Spruce Complex Wardrobe","mcwfurnitures:spruce_furniture_3",""
"Macaw's Furniture","mcwfurnitures:spruce_furniture_4",5190,"Spruce Display Wardrobe","mcwfurnitures:spruce_furniture_4",""
"Macaw's Furniture","mcwfurnitures:spruce_furniture_6",5191,"Spruce Cupboard Wardrobe","mcwfurnitures:spruce_furniture_6",""
"Macaw's Furniture","mcwfurnitures:spruce_furniture_7",5192,"Spruce Giant Bookshelf","mcwfurnitures:spruce_furniture_7",""
"Macaw's Furniture","mcwfurnitures:spruce_glass_desk_left",5164,"Spruce Glass Desk Left","mcwfurnitures:spruce_glass_desk_left",""
"Macaw's Furniture","mcwfurnitures:spruce_glass_desk_right",5165,"Spruce Glass Desk Right","mcwfurnitures:spruce_glass_desk_right",""
"Macaw's Furniture","mcwfurnitures:spruce_modern_chair",5155,"Spruce Modern Chair","mcwfurnitures:spruce_modern_chair",""
"Macaw's Furniture","mcwfurnitures:spruce_modern_desk_left",5166,"Spruce Modern Desk Left","mcwfurnitures:spruce_modern_desk_left",""
"Macaw's Furniture","mcwfurnitures:spruce_modern_desk_right",5167,"Spruce Modern Desk Right","mcwfurnitures:spruce_modern_desk_right",""
"Macaw's Furniture","mcwfurnitures:spruce_nightstand",5138,"Spruce Drawer Nightstand","mcwfurnitures:spruce_nightstand",""
"Macaw's Furniture","mcwfurnitures:spruce_nightstand_10",5146,"Spruce Compley End Table","mcwfurnitures:spruce_nightstand_10",""
"Macaw's Furniture","mcwfurnitures:spruce_nightstand_11",5147,"Spruce Simple End Table","mcwfurnitures:spruce_nightstand_11",""
"Macaw's Furniture","mcwfurnitures:spruce_nightstand_2",5139,"Spruce Double Drawer Nightstand","mcwfurnitures:spruce_nightstand_2",""
"Macaw's Furniture","mcwfurnitures:spruce_nightstand_3",5140,"Spruce Book Nightstand","mcwfurnitures:spruce_nightstand_3",""
"Macaw's Furniture","mcwfurnitures:spruce_nightstand_4",5141,"Spruce Split Cabinet","mcwfurnitures:spruce_nightstand_4",""
"Macaw's Furniture","mcwfurnitures:spruce_nightstand_5",5142,"Spruce Complex Drawer Cupboard","mcwfurnitures:spruce_nightstand_5",""
"Macaw's Furniture","mcwfurnitures:spruce_nightstand_6",5143,"Spruce Vertical Cabinet","mcwfurnitures:spruce_nightstand_6",""
"Macaw's Furniture","mcwfurnitures:spruce_nightstand_8",5144,"Spruce Glass Cabinet","mcwfurnitures:spruce_nightstand_8",""
"Macaw's Furniture","mcwfurnitures:spruce_nightstand_9",5145,"Spruce Square End Table","mcwfurnitures:spruce_nightstand_9",""
"Macaw's Furniture","mcwfurnitures:spruce_plant_pot_left",5168,"Spruce Plant Desk Left","mcwfurnitures:spruce_plant_pot_left",""
"Macaw's Furniture","mcwfurnitures:spruce_plant_pot_right",5169,"Spruce Plant Desk Right","mcwfurnitures:spruce_plant_pot_right",""
"Macaw's Furniture","mcwfurnitures:spruce_plate",5074,"Spruce Plate","mcwfurnitures:spruce_plate",""
"Macaw's Furniture","mcwfurnitures:spruce_pult",5148,"Spruce Kitchen Counter","mcwfurnitures:spruce_pult",""
"Macaw's Furniture","mcwfurnitures:spruce_pult_1",5149,"Spruce Cupboard Counter Right","mcwfurnitures:spruce_pult1",""
"Macaw's Furniture","mcwfurnitures:spruce_pult_2",5150,"Spruce Cupboard Counter Left","mcwfurnitures:spruce_pult2",""
"Macaw's Furniture","mcwfurnitures:spruce_pult_3",5151,"Spruce Double Drawer Counter","mcwfurnitures:spruce_pult3",""
"Macaw's Furniture","mcwfurnitures:spruce_pult_4",5152,"Spruce Drawer Counter","mcwfurnitures:spruce_pult4",""
