"Mod name","Registry name","Item ID","Display name"
"IntegratedDynamics","integrateddynamics:squeezer",3681,"Squeezer"
"IntegratedDynamics","integrateddynamics:variable",3651,"Variable Card"
"IntegratedDynamics","integrateddynamics:variable_transformer_input",3655,"Input Variable Transformer"
"IntegratedDynamics","integrateddynamics:variable_transformer_output",3656,"Output Variable Transformer"
"IntegratedDynamics","integrateddynamics:variablestore",3664,"Variable Store"
"IntegratedDynamics","integrateddynamics:wrench",3650,"Wrench"
"IntegratedTerminals","integratedterminals:chorus_glass",980,"Chorus Glass"
"IntegratedTerminals","integratedterminals:menril_glass",979,"Menril Glass"
"IntegratedTerminals","integratedterminals:part_terminal_crafting_job",982,"Crafting Job Terminal"
"IntegratedTerminals","integratedterminals:part_terminal_storage",981,"Storage Terminal"
"IntegratedTunnels","integratedtunnels:dummy_pickaxe",4692,"item.integratedtunnels.dummy_pickaxe"
"IntegratedTunnels","integratedtunnels:part_exporter_energy",4695,"Energy Exporter"
"IntegratedTunnels","integratedtunnels:part_exporter_fluid",4705,"Fluid Exporter"
"IntegratedTunnels","integratedtunnels:part_exporter_item",4700,"Item Exporter"
"IntegratedTunnels","integratedtunnels:part_exporter_world_block",4709,"World Block Exporter"
"IntegratedTunnels","integratedtunnels:part_exporter_world_energy",4697,"World Energy Exporter"
"IntegratedTunnels","integratedtunnels:part_exporter_world_fluid",4707,"World Fluid Exporter"
"IntegratedTunnels","integratedtunnels:part_exporter_world_item",4702,"World Item Exporter"
"IntegratedTunnels","integratedtunnels:part_importer_energy",4694,"Energy Importer"
"IntegratedTunnels","integratedtunnels:part_importer_fluid",4704,"Fluid Importer"
"IntegratedTunnels","integratedtunnels:part_importer_item",4699,"Item Importer"
"IntegratedTunnels","integratedtunnels:part_importer_world_block",4708,"World Block Importer"
"IntegratedTunnels","integratedtunnels:part_importer_world_energy",4696,"World Energy Importer"
"IntegratedTunnels","integratedtunnels:part_importer_world_fluid",4706,"World Fluid Importer"
"IntegratedTunnels","integratedtunnels:part_importer_world_item",4701,"World Item Importer"
"IntegratedTunnels","integratedtunnels:part_interface_energy",4693,"Energy Interface"
"IntegratedTunnels","integratedtunnels:part_interface_fluid",4703,"Fluid Interface"
"IntegratedTunnels","integratedtunnels:part_interface_item",4698,"Item Interface"
"IntegratedTunnels","integratedtunnels:part_player_simulator",4710,"Player Simulator"
"KubeJS","kubejs:dust_zinc",5614,"Zinc dust"
"Macaw's Bridges","mcwbridges:acacia_log_bridge_end",2622,"Acacia Bridge End"
"Macaw's Bridges","mcwbridges:acacia_log_bridge_middle",2623,"Acacia Bridge Middle"
"Macaw's Bridges","mcwbridges:acacia_rail_bridge",2668,"Acacia Rail Bridge"
"Macaw's Bridges","mcwbridges:acacia_rail_bridge_powered",2669,"Powered Acacia Rail Bridge"
"Macaw's Bridges","mcwbridges:bamboo_bridge",2676,"Bamboo Bridge"
"Macaw's Bridges","mcwbridges:birch_log_bridge_end",2620,"Birch Bridge End"
"Macaw's Bridges","mcwbridges:birch_log_bridge_middle",2621,"Birch Bridge Middle"
"Macaw's Bridges","mcwbridges:birch_rail_bridge",2664,"Birch Rail Bridge"
"Macaw's Bridges","mcwbridges:birch_rail_bridge_powered",2665,"Powered Birch Rail Bridge"
"Macaw's Bridges","mcwbridges:blackstone_bridge",2658,"Blackstone Bridge"
"Macaw's Bridges","mcwbridges:blackstone_bridge_end",2659,"Blackstone Bridge End"
"Macaw's Bridges","mcwbridges:brick_bridge",2650,"Brick Bridge"
"Macaw's Bridges","mcwbridges:brick_bridge_end",2651,"Brick Bridge End"
"Macaw's Bridges","mcwbridges:crimson_log_bridge_end",2630,"Crimson Bridge End"
"Macaw's Bridges","mcwbridges:crimson_log_bridge_middle",2631,"Crimson Bridge Middle"
"Macaw's Bridges","mcwbridges:crimson_rail_bridge",2672,"Crimson Rail Bridge"
"Macaw's Bridges","mcwbridges:crimson_rail_bridge_powered",2673,"Powered Crimson Rail Bridge"
"Macaw's Bridges","mcwbridges:dark_oak_log_bridge_end",2628,"Dark Oak Bridge End"
"Macaw's Bridges","mcwbridges:dark_oak_log_bridge_middle",2629,"Dark Oak Bridge Middle"
"Macaw's Bridges","mcwbridges:dark_oak_rail_bridge",2670,"Dark Oak Rail Bridge"
"Macaw's Bridges","mcwbridges:dark_oak_rail_bridge_powered",2671,"Powered Dark Oak Rail Bridge"
"Macaw's Bridges","mcwbridges:iron_armrest",2613,"Iron Armrest"
"Macaw's Bridges","mcwbridges:iron_platform",2614,"Iron Plate"
"Macaw's Bridges","mcwbridges:iron_rod",2615,"Iron Rod"
"Macaw's Bridges","mcwbridges:jungle_log_bridge_end",2626,"Jungle Bridge End"
"Macaw's Bridges","mcwbridges:jungle_log_bridge_middle",2627,"Jungle Bridge Middle"
"Macaw's Bridges","mcwbridges:jungle_rail_bridge",2666,"Jungle Rail Bridge"
"Macaw's Bridges","mcwbridges:jungle_rail_bridge_powered",2667,"Powered Jungle Rail Bridge"
"Macaw's Bridges","mcwbridges:most1",2616,"Iron Bridge Middle"
"Macaw's Bridges","mcwbridges:most2",2617,"Iron Bridge End"
"Macaw's Bridges","mcwbridges:oak_log_bridge_end",2619,"Oak Bridge End"
"Macaw's Bridges","mcwbridges:oak_log_bridge_middle",2618,"Oak Bridge Middle"
"Macaw's Bridges","mcwbridges:oak_rail_bridge",2660,"Oak Rail Bridge"
"Macaw's Bridges","mcwbridges:oak_rail_bridge_powered",2661,"Powered Oak Rail Bridge"
"Macaw's Bridges","mcwbridges:orange_sandstone_bridge",2656,"Red Sandstone Bridge"
"Macaw's Bridges","mcwbridges:orange_sandstone_bridge_end",2657,"Red Sandstone Bridge End"
"Macaw's Bridges","mcwbridges:rope_acacia_bridge",2642,"Rope Acacia Bridge"
"Macaw's Bridges","mcwbridges:rope_acacia_bridge_end",2643,"Rope Acacia Bridge End"
"Macaw's Bridges","mcwbridges:rope_birch_bridge",2636,"Rope Birch Bridge"
"Macaw's Bridges","mcwbridges:rope_birch_bridge_end",2637,"Rope Birch Bridge End"
"Macaw's Bridges","mcwbridges:rope_crimson_bridge",2646,"Rope Crimson Bridge"
"Macaw's Bridges","mcwbridges:rope_crimson_bridge_end",2647,"Rope Crimson Bridge End"
"Macaw's Bridges","mcwbridges:rope_dark_oak_bridge",2644,"Rope Dark Oak Bridge"
"Macaw's Bridges","mcwbridges:rope_dark_oak_bridge_end",2645,"Rope Dark Oak Bridge End"
"Macaw's Bridges","mcwbridges:rope_jungle_bridge",2640,"Rope Jungle Bridge"
"Macaw's Bridges","mcwbridges:rope_jungle_bridge_end",2641,"Rope Jungle Bridge End"
"Macaw's Bridges","mcwbridges:rope_oak_bridge",2634,"Rope Oak Bridge"
"Macaw's Bridges","mcwbridges:rope_oak_bridge_end",2635,"Rope Oak Bridge End"
"Macaw's Bridges","mcwbridges:rope_spruce_bridge",2638,"Rope Spruce Bridge"
"Macaw's Bridges","mcwbridges:rope_spruce_bridge_end",2639,"Rope Spruce Bridge End"
"Macaw's Bridges","mcwbridges:rope_warped_bridge",2648,"Rope Warped Bridge"
"Macaw's Bridges","mcwbridges:rope_warped_bridge_end",2649,"Rope Warped Bridge End"
"Macaw's Bridges","mcwbridges:sandstone_bridge",2654,"Sandstone Bridge"
"Macaw's Bridges","mcwbridges:sandstone_bridge_end",2655,"Sandstone Bridge End"
"Macaw's Bridges","mcwbridges:spruce_log_bridge_end",2624,"Spruce Bridge End"
"Macaw's Bridges","mcwbridges:spruce_log_bridge_middle",2625,"Spruce Bridge Middle"
"Macaw's Bridges","mcwbridges:spruce_rail_bridge",2662,"Spruce Rail Bridge"
"Macaw's Bridges","mcwbridges:spruce_rail_bridge_powered",2663,"Powered Spruce Rail Bridge"
"Macaw's Bridges","mcwbridges:stone_brick_bridge",2652,"Stone Brick Bridge"
"Macaw's Bridges","mcwbridges:stone_brick_bridge_end",2653,"Stone Brick Bridge End"
"Macaw's Bridges","mcwbridges:warped_log_bridge_end",2632,"Warped Bridge End"
"Macaw's Bridges","mcwbridges:warped_log_bridge_middle",2633,"Warped Bridge Middle"
"Macaw's Bridges","mcwbridges:warped_rail_bridge",2674,"Warped Rail Bridge"
"Macaw's Bridges","mcwbridges:warped_rail_bridge_powered",2675,"Powered Warped Rail Bridge"
"Macaw's Doors","mcwdoors:acacia_barn_door",1772,"Acacia Barn Door"
"Macaw's Doors","mcwdoors:acacia_barn_glass_door",1780,"Acacia Barn Glassed Door"
"Macaw's Doors","mcwdoors:acacia_beach_door",1809,"Acacia Beach Door"
"Macaw's Doors","mcwdoors:acacia_classic_door",1802,"Acacia Classic Door"
"Macaw's Doors","mcwdoors:acacia_cottage_door",1795,"Acacia Cottage Door"
"Macaw's Doors","mcwdoors:acacia_four_panel_door",1824,"Acacia Four Panel Door"
"Macaw's Doors","mcwdoors:acacia_glass_door",1856,"Acacia Glass Door"
"Macaw's Doors","mcwdoors:acacia_japanese2_door",1764,"Acacia Shoji Whole Door"
"Macaw's Doors","mcwdoors:acacia_japanese_door",1756,"Acacia Shoji Door"
"Macaw's Doors","mcwdoors:acacia_modern_door",1788,"Acacia Oak Modern Door"
"Macaw's Doors","mcwdoors:acacia_mystic_door",1876,"Acacia Mystic Door"
"Macaw's Doors","mcwdoors:acacia_nether_door",1883,"Acacia Nether Door"
"Macaw's Doors","mcwdoors:acacia_paper_door",1816,"Acacia Paper Door"
"Macaw's Doors","mcwdoors:acacia_stable_door",1857,"Acacia Stable Door"
"Macaw's Doors","mcwdoors:acacia_stable_head_door",1858,"Acacia Stable Horse Door"
"Macaw's Doors","mcwdoors:acacia_western_door",1859,"Acacia Western Door"
"Macaw's Doors","mcwdoors:birch_barn_door",1770,"Birch Barn Door"
"Macaw's Doors","mcwdoors:birch_barn_glass_door",1778,"Birch Barn Glassed Door"
"Macaw's Doors","mcwdoors:birch_beach_door",1808,"Birch Beach Door"
"Macaw's Doors","mcwdoors:birch_classic_door",1800,"Birch Classic Door"
"Macaw's Doors","mcwdoors:birch_cottage_door",1793,"Birch Cottage Door"
"Macaw's Doors","mcwdoors:birch_four_panel_door",1822,"Birch Four Panel Door"
"Macaw's Doors","mcwdoors:birch_glass_door",1848,"Birch Glass Door"
"Macaw's Doors","mcwdoors:birch_japanese2_door",1762,"Birch Shoji Whole Door"
"Macaw's Doors","mcwdoors:birch_japanese_door",1754,"Birch Shoji Door"
"Macaw's Doors","mcwdoors:birch_modern_door",1786,"Birch Oak Modern Door"
"Macaw's Doors","mcwdoors:birch_mystic_door",1874,"Birch Mystic Door"
"Macaw's Doors","mcwdoors:birch_nether_door",1881,"Birch Nether Door"
"Macaw's Doors","mcwdoors:birch_stable_door",1849,"Birch Stable Door"
"Macaw's Doors","mcwdoors:birch_stable_head_door",1850,"Birch Stable Horse Door"
"Macaw's Doors","mcwdoors:birch_tropical_door",1829,"Birch Tropical Door"
"Macaw's Doors","mcwdoors:birch_western_door",1851,"Birch Western Door"
"Macaw's Doors","mcwdoors:crimson_barn_door",1774,"Crimson Barn Door"
"Macaw's Doors","mcwdoors:crimson_barn_glass_door",1782,"Crimson Barn Glassed Door"
"Macaw's Doors","mcwdoors:crimson_beach_door",1811,"Crimson Beach Door"
"Macaw's Doors","mcwdoors:crimson_classic_door",1804,"Crimson Classic Door"
"Macaw's Doors","mcwdoors:crimson_cottage_door",1797,"Crimson Cottage Door"
"Macaw's Doors","mcwdoors:crimson_four_panel_door",1825,"Crimson Four Panel Door"
"Macaw's Doors","mcwdoors:crimson_glass_door",1864,"Crimson Glass Door"
"Macaw's Doors","mcwdoors:crimson_japanese2_door",1766,"Crimson Shoji Whole Door"
"Macaw's Doors","mcwdoors:crimson_japanese_door",1758,"Crimson Shoji Door"
"Macaw's Doors","mcwdoors:crimson_modern_door",1790,"Crimson Oak Modern Door"
"Macaw's Doors","mcwdoors:crimson_mystic_door",1878,"Crimson Mystic Door"
"Macaw's Doors","mcwdoors:crimson_paper_door",1818,"Crimson Paper Door"
"Macaw's Doors","mcwdoors:crimson_stable_door",1865,"Crimson Stable Door"
"Macaw's Doors","mcwdoors:crimson_stable_head_door",1866,"Crimson Stable Horse Door"
"Macaw's Doors","mcwdoors:crimson_tropical_door",1832,"Crimson Tropical Door"
"Macaw's Doors","mcwdoors:crimson_western_door",1867,"Crimson Western Door"
"Macaw's Doors","mcwdoors:dark_oak_barn_door",1773,"Dark Oak Barn Door"
"Macaw's Doors","mcwdoors:dark_oak_barn_glass_door",1781,"Dark Oak Barn Glassed Door"
"Macaw's Doors","mcwdoors:dark_oak_beach_door",1810,"Dark Oak Beach Door"
"Macaw's Doors","mcwdoors:dark_oak_classic_door",1803,"Dark Oak Classic Door"
"Macaw's Doors","mcwdoors:dark_oak_cottage_door",1796,"Dark Oak Cottage Door"
"Macaw's Doors","mcwdoors:dark_oak_glass_door",1860,"Dark Oak Glass Door"
"Macaw's Doors","mcwdoors:dark_oak_japanese2_door",1765,"Dark Oak Shoji Whole Door"
"Macaw's Doors","mcwdoors:dark_oak_japanese_door",1757,"Dark Oak Shoji Door"
"Macaw's Doors","mcwdoors:dark_oak_modern_door",1789,"Dark Oak Modern Door"
"Macaw's Doors","mcwdoors:dark_oak_mystic_door",1877,"Dark Oak Mystic Door"
"Macaw's Doors","mcwdoors:dark_oak_nether_door",1884,"Dark Oak Nether Door"
"Macaw's Doors","mcwdoors:dark_oak_paper_door",1817,"Dark Oak Paper Door"
"Macaw's Doors","mcwdoors:dark_oak_stable_door",1861,"Dark Oak Stable Door"
"Macaw's Doors","mcwdoors:dark_oak_stable_head_door",1862,"Dark Oak Stable Horse Door"
"Macaw's Doors","mcwdoors:dark_oak_tropical_door",1831,"Dark Oak Tropical Door"
"Macaw's Doors","mcwdoors:dark_oak_western_door",1863,"Dark Oak Western Door"
"Macaw's Doors","mcwdoors:jail_door",1839,"Jail Door"
"Macaw's Doors","mcwdoors:jungle_barn_door",1771,"Jungle Barn Door"
"Macaw's Doors","mcwdoors:jungle_barn_glass_door",1779,"Jungle Barn Glassed Door"
"Macaw's Doors","mcwdoors:jungle_classic_door",1801,"Jungle Classic Door"
"Macaw's Doors","mcwdoors:jungle_cottage_door",1794,"Jungle Cottage Door"
"Macaw's Doors","mcwdoors:jungle_four_panel_door",1823,"Jungle Four Panel Door"
"Macaw's Doors","mcwdoors:jungle_glass_door",1852,"Jungle Glass Door"
"Macaw's Doors","mcwdoors:jungle_japanese2_door",1763,"Jungle Shoji Whole Door"
"Macaw's Doors","mcwdoors:jungle_japanese_door",1755,"Jungle Shoji Door"
"Macaw's Doors","mcwdoors:jungle_modern_door",1787,"Jungle Oak Modern Door"
"Macaw's Doors","mcwdoors:jungle_mystic_door",1875,"Jungle Mystic Door"
"Macaw's Doors","mcwdoors:jungle_nether_door",1882,"Jungle Nether Door"
"Macaw's Doors","mcwdoors:jungle_paper_door",1815,"Jungle Paper Door"
"Macaw's Doors","mcwdoors:jungle_stable_door",1853,"Jungle Stable Door"
"Macaw's Doors","mcwdoors:jungle_stable_head_door",1854,"Jungle Stable Horse Door"
"Macaw's Doors","mcwdoors:jungle_tropical_door",1830,"Jungle Tropical Door"
"Macaw's Doors","mcwdoors:jungle_western_door",1855,"Jungle Western Door"
"Macaw's Doors","mcwdoors:metal_door",1834,"Metal Door"
"Macaw's Doors","mcwdoors:metal_hospital_door",1836,"Metal Hospital Door"
"Macaw's Doors","mcwdoors:metal_reinforced_door",1837,"Metal Reinforced Door"
"Macaw's Doors","mcwdoors:metal_warning_door",1835,"Metal Warning Door"
"Macaw's Doors","mcwdoors:metal_windowed_door",1838,"Metal Windowed Door"
"Macaw's Doors","mcwdoors:oak_barn_door",1768,"Oak Barn Door"
"Macaw's Doors","mcwdoors:oak_barn_glass_door",1776,"Oak Barn Glassed Door"
"Macaw's Doors","mcwdoors:oak_beach_door",1806,"Oak Beach Door"
"Macaw's Doors","mcwdoors:oak_cottage_door",1792,"Oak Cottage Door"
"Macaw's Doors","mcwdoors:oak_four_panel_door",1820,"Oak Four Panel Door"
"Macaw's Doors","mcwdoors:oak_glass_door",1840,"Oak Glass Door"
"Macaw's Doors","mcwdoors:oak_japanese2_door",1760,"Oak Shoji Whole Door"
"Macaw's Doors","mcwdoors:oak_japanese_door",1752,"Oak Shoji Door"
"Macaw's Doors","mcwdoors:oak_modern_door",1784,"Oak Oak Modern Door"
"Macaw's Doors","mcwdoors:oak_mystic_door",1872,"Oak Mystic Door"
"Macaw's Doors","mcwdoors:oak_nether_door",1879,"Oak Nether Door"
"Macaw's Doors","mcwdoors:oak_paper_door",1813,"Oak Paper Door"
"Macaw's Doors","mcwdoors:oak_stable_door",1841,"Oak Stable Door"
"Macaw's Doors","mcwdoors:oak_stable_head_door",1842,"Oak Stable Horse Door"
"Macaw's Doors","mcwdoors:oak_tropical_door",1827,"Oak Tropical Door"
"Macaw's Doors","mcwdoors:oak_western_door",1843,"Oak Western Door"
"Macaw's Doors","mcwdoors:print_acacia",1748,"Acacia Door Print"
"Macaw's Doors","mcwdoors:print_birch",1746,"Birch Door Print"
"Macaw's Doors","mcwdoors:print_dark_oak",1749,"Dark Oak Door Print"
"Macaw's Doors","mcwdoors:print_jungle",1747,"Jungle Door Print"
"Macaw's Doors","mcwdoors:print_mystic",1750,"Mystic Door Print"
"Macaw's Doors","mcwdoors:print_nether",1751,"Nether Door Print"
"Macaw's Doors","mcwdoors:print_oak",1744,"Oak Door Print"
"Macaw's Doors","mcwdoors:print_spruce",1745,"Spruce Door Print"
"Macaw's Doors","mcwdoors:spruce_barn_door",1769,"Spruce Barn Door"
"Macaw's Doors","mcwdoors:spruce_barn_glass_door",1777,"Spruce Barn Glassed Door"
"Macaw's Doors","mcwdoors:spruce_beach_door",1807,"Spruce Beach Door"
"Macaw's Doors","mcwdoors:spruce_classic_door",1799,"Spruce Classic Door"
"Macaw's Doors","mcwdoors:spruce_four_panel_door",1821,"Spruce Four Panel Door"
"Macaw's Doors","mcwdoors:spruce_glass_door",1844,"Spruce Glass Door"
"Macaw's Doors","mcwdoors:spruce_japanese2_door",1761,"Spruce Shoji Whole Door"
"Macaw's Doors","mcwdoors:spruce_japanese_door",1753,"Spruce Shoji Door"
"Macaw's Doors","mcwdoors:spruce_modern_door",1785,"Spruce Oak Modern Door"
"Macaw's Doors","mcwdoors:spruce_mystic_door",1873,"Spruce Mystic Door"
"Macaw's Doors","mcwdoors:spruce_nether_door",1880,"Spruce Nether Door"
"Macaw's Doors","mcwdoors:spruce_paper_door",1814,"Spruce Paper Door"
"Macaw's Doors","mcwdoors:spruce_stable_door",1845,"Spruce Stable Door"
"Macaw's Doors","mcwdoors:spruce_stable_head_door",1846,"Spruce Stable Horse Door"
"Macaw's Doors","mcwdoors:spruce_tropical_door",1828,"Spruce Tropical Door"
"Macaw's Doors","mcwdoors:spruce_western_door",1847,"Spruce Western Door"
"Macaw's Doors","mcwdoors:warped_barn_door",1775,"Warped Barn Door"
"Macaw's Doors","mcwdoors:warped_barn_glass_door",1783,"Warped Barn Glassed Door"
"Macaw's Doors","mcwdoors:warped_beach_door",1812,"Warped Beach Door"
"Macaw's Doors","mcwdoors:warped_classic_door",1805,"Warped Classic Door"
"Macaw's Doors","mcwdoors:warped_cottage_door",1798,"Warped Cottage Door"
"Macaw's Doors","mcwdoors:warped_four_panel_door",1826,"Warped Four Panel Door"
"Macaw's Doors","mcwdoors:warped_glass_door",1868,"Warped Glass Door"
"Macaw's Doors","mcwdoors:warped_japanese2_door",1767,"Warped Shoji Whole Door"
"Macaw's Doors","mcwdoors:warped_japanese_door",1759,"Warped Shoji Door"
"Macaw's Doors","mcwdoors:warped_modern_door",1791,"Warped Modern Door"
"Macaw's Doors","mcwdoors:warped_nether_door",1885,"Warped Nether Door"
"Macaw's Doors","mcwdoors:warped_paper_door",1819,"Warped Paper Door"
"Macaw's Doors","mcwdoors:warped_stable_door",1869,"Warped Stable Door"
"Macaw's Doors","mcwdoors:warped_stable_head_door",1870,"Warped Stable Horse Door"
"Macaw's Doors","mcwdoors:warped_tropical_door",1833,"Warped Tropical Door"
"Macaw's Doors","mcwdoors:warped_western_door",1871,"Warped Western Door"
"Macaw's Furniture","mcwfurnitures:acacia_box_2",5318,"Acacia Cabinet"
"Macaw's Furniture","mcwfurnitures:acacia_chair",5319,"Acacia Chair"
"Macaw's Furniture","mcwfurnitures:acacia_covered_desk_left",5325,"Acacia Covered Desk Left"
"Macaw's Furniture","mcwfurnitures:acacia_covered_desk_right",5326,"Acacia Covered Desk Right"
"Macaw's Furniture","mcwfurnitures:acacia_cupboard_5",5347,"Acacia Split Cupboard"
"Macaw's Furniture","mcwfurnitures:acacia_cupboard_6",5348,"Acacia Cupboard"
"Macaw's Furniture","mcwfurnitures:acacia_cupboard_7",5349,"Acacia Modern Cupboard"
"Macaw's Furniture","mcwfurnitures:acacia_cupboard_8",5350,"Acacia Book Cupboard"
"Macaw's Furniture","mcwfurnitures:acacia_cupboard_9",5351,"Acacia Complex Cupboard"
"Macaw's Furniture","mcwfurnitures:acacia_desk_left",5323,"Acacia Desk Left"
"Macaw's Furniture","mcwfurnitures:acacia_desk_right",5324,"Acacia Desk Right"
"Macaw's Furniture","mcwfurnitures:acacia_double_desk_left",5327,"Acacia Double Desk Left"
"Macaw's Furniture","mcwfurnitures:acacia_double_desk_right",5328,"Acacia Double Desk Right"
"Macaw's Furniture","mcwfurnitures:acacia_dresser",5335,"Acacia Classic Dresser"
"Macaw's Furniture","mcwfurnitures:acacia_dresser_11",5343,"Acacia Bookcase Dresser"
"Macaw's Furniture","mcwfurnitures:acacia_dresser_12",5344,"Acacia Complex Shelving unit"
"Macaw's Furniture","mcwfurnitures:acacia_dresser_13",5345,"Acacia Drawer Shelving unit"
"Macaw's Furniture","mcwfurnitures:acacia_dresser_14",5346,"Acacia Empty Shelving unit"
"Macaw's Furniture","mcwfurnitures:acacia_dresser_3",5337,"Acacia Double Drawer Dresser"
"Macaw's Furniture","mcwfurnitures:acacia_dresser_4",5338,"Acacia Triple Drawer Dresser"
"Macaw's Furniture","mcwfurnitures:acacia_dresser_5",5339,"Acacia Triple Drawer Dresser"
"Macaw's Furniture","mcwfurnitures:acacia_dresser_6",5340,"Acacia Bookcase Dresser"
"Macaw's Furniture","mcwfurnitures:acacia_dresser_7",5341,"Acacia Complex Dresser"
"Macaw's Furniture","mcwfurnitures:acacia_dresser_9",5342,"Acacia Bookshelf Dresser"
"Macaw's Furniture","mcwfurnitures:acacia_dresser_box",5336,"Acacia Cupboard Dresser"
"Macaw's Furniture","mcwfurnitures:acacia_furniture_1",5352,"Acacia Wardrobe"
"Macaw's Furniture","mcwfurnitures:acacia_furniture_2",5353,"Acacia Modern Wardrobe"
"Macaw's Furniture","mcwfurnitures:acacia_furniture_3",5354,"Acacia Complex Wardrobe"
"Macaw's Furniture","mcwfurnitures:acacia_furniture_4",5355,"Acacia Display Wardrobe"
"Macaw's Furniture","mcwfurnitures:acacia_furniture_6",5356,"Acacia Cupboard Wardrobe"
"Macaw's Furniture","mcwfurnitures:acacia_furniture_7",5357,"Acacia Giant Bookshelf"
"Macaw's Furniture","mcwfurnitures:acacia_glass_desk_left",5329,"Acacia Glass Desk Left"
"Macaw's Furniture","mcwfurnitures:acacia_glass_desk_right",5330,"Acacia Glass Desk Right"
"Macaw's Furniture","mcwfurnitures:acacia_modern_chair",5320,"Acacia Modern Chair"
"Macaw's Furniture","mcwfurnitures:acacia_modern_desk_left",5331,"Acacia Modern Desk Left"
"Macaw's Furniture","mcwfurnitures:acacia_modern_desk_right",5332,"Acacia Modern Desk Right"
"Macaw's Furniture","mcwfurnitures:acacia_nightstand",5303,"Acacia Drawer Nightstand"
"Macaw's Furniture","mcwfurnitures:acacia_nightstand_10",5311,"Acacia Compley End Table"
"Macaw's Furniture","mcwfurnitures:acacia_nightstand_11",5312,"Acacia Simple End Table"
"Macaw's Furniture","mcwfurnitures:acacia_nightstand_2",5304,"Acacia Double Drawer Nightstand"
"Macaw's Furniture","mcwfurnitures:acacia_nightstand_3",5305,"Acacia Book Nightstand"
"Macaw's Furniture","mcwfurnitures:acacia_nightstand_4",5306,"Acacia Split Cabinet"
"Macaw's Furniture","mcwfurnitures:acacia_nightstand_5",5307,"Acacia Complex Drawer Cupboard"
"Macaw's Furniture","mcwfurnitures:acacia_nightstand_6",5308,"Acacia Vertical Cabinet"
"Macaw's Furniture","mcwfurnitures:acacia_nightstand_8",5309,"Acacia Glass Cabinet"
"Macaw's Furniture","mcwfurnitures:acacia_nightstand_9",5310,"Acacia Square End Table"
"Macaw's Furniture","mcwfurnitures:acacia_plant_pot_left",5333,"Acacia Plant Desk Left"
"Macaw's Furniture","mcwfurnitures:acacia_plant_pot_right",5334,"Acacia Plant Desk Right"
"Macaw's Furniture","mcwfurnitures:acacia_plate",5077,"Acacia Plate"
"Macaw's Furniture","mcwfurnitures:acacia_pult",5313,"Acacia Kitchen Counter"
"Macaw's Furniture","mcwfurnitures:acacia_pult_1",5314,"Acacia Cupboard Counter Right"
"Macaw's Furniture","mcwfurnitures:acacia_pult_2",5315,"Acacia Cupboard Counter Left"
"Macaw's Furniture","mcwfurnitures:acacia_pult_3",5316,"Acacia Double Drawer Counter"
"Macaw's Furniture","mcwfurnitures:acacia_pult_4",5317,"Acacia Drawer Counter"
"Macaw's Furniture","mcwfurnitures:acacia_stool_chair",5322,"Acacia Stool Chair"
"Macaw's Furniture","mcwfurnitures:acacia_striped_chair",5321,"Acacia Striped Chair"
"Macaw's Furniture","mcwfurnitures:birch_box_2",5208,"Birch Cabinet"
"Macaw's Furniture","mcwfurnitures:birch_chair",5209,"Birch Chair"
"Macaw's Furniture","mcwfurnitures:birch_covered_desk_left",5215,"Birch Covered Desk Left"
"Macaw's Furniture","mcwfurnitures:birch_covered_desk_right",5216,"Birch Covered Desk Right"
"Macaw's Furniture","mcwfurnitures:birch_cupboard_5",5237,"Birch Split Cupboard"
"Macaw's Furniture","mcwfurnitures:birch_cupboard_6",5238,"Birch Cupboard"
"Macaw's Furniture","mcwfurnitures:birch_cupboard_7",5239,"Birch Modern Cupboard"
"Macaw's Furniture","mcwfurnitures:birch_cupboard_8",5240,"Birch Book Cupboard"
"Macaw's Furniture","mcwfurnitures:birch_cupboard_9",5241,"Birch Complex Cupboard"
"Macaw's Furniture","mcwfurnitures:birch_desk_left",5213,"Birch Desk Left"
"Macaw's Furniture","mcwfurnitures:birch_desk_right",5214,"Birch Desk Right"
"Macaw's Furniture","mcwfurnitures:birch_double_desk_left",5217,"Birch Double Desk Left"
"Macaw's Furniture","mcwfurnitures:birch_double_desk_right",5218,"Birch Double Desk Right"
"Macaw's Furniture","mcwfurnitures:birch_dresser",5225,"Birch Classic Dresser"
"Macaw's Furniture","mcwfurnitures:birch_dresser_11",5233,"Birch Bookcase Dresser"
"Macaw's Furniture","mcwfurnitures:birch_dresser_12",5234,"Birch Complex Shelving unit"
"Macaw's Furniture","mcwfurnitures:birch_dresser_13",5235,"Birch Drawer Shelving unit"
"Macaw's Furniture","mcwfurnitures:birch_dresser_14",5236,"Birch Empty Shelving unit"
"Macaw's Furniture","mcwfurnitures:birch_dresser_3",5227,"Birch Double Drawer Dresser"
"Macaw's Furniture","mcwfurnitures:birch_dresser_4",5228,"Birch Triple Drawer Dresser"
"Macaw's Furniture","mcwfurnitures:birch_dresser_5",5229,"Birch Triple Drawer Dresser"
"Macaw's Furniture","mcwfurnitures:birch_dresser_6",5230,"Birch Bookcase Dresser"
"Macaw's Furniture","mcwfurnitures:birch_dresser_7",5231,"Birch Complex Dresser"
"Macaw's Furniture","mcwfurnitures:birch_dresser_9",5232,"Birch Bookshelf Dresser"
"Macaw's Furniture","mcwfurnitures:birch_dresser_box",5226,"Birch Cupboard Dresser"
